NODE1,COUNTRY1,NODE2,COUNTRY2,DETAIL,USES,TYPE,ROLE,GOODS1,GOODS2,GOODS3,DIR,DIST,TRAVMODE,TRAVTIME,EARLYDATE,LATEDATE,DATAQLTY,SRC,LONG1,LAT1,COORDSRC1,LONG2,LAT2,COORDSRC2,NODEID1,NODEID2,PROBL,DATAID
loc22-tmc040123,IR,loc23-tmc040123,IR,Emamshahr; Damghan,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),54.960556,36.420277,adlgaz-1-2452846-1a,54.349167,36.171112,ADL2448648,1627,44,P000,tmcZCAm0600_041a
loc23-tmc040123,IR,loc24-tmc040123,IR,Damghan; Garmsar,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),54.349167,36.171112,ADL2448648,52.340557,35.222221,adlgaz-1-2455047-64,44,1628,P000,tmcZCAm0600_042a
loc24-tmc040123,IR,loc25-tmc040123,IR,Garmsar; Rey,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),52.340557,35.222221,adlgaz-1-2455047-64,51.417,35.583,TGN7002140,1628,136,P000,tmcZCAm0600_043a
loc25-tmc040123,IR,loc26-tmc040123,IR,Rey;Saveh,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),51.417,35.583,TGN7002140,50.373333,35.009445,adlgaz-1-2482860-7f,136,1630,P000,tmcZCAm0600_044a
loc26-tmc040123,IR,Hamadan,IR,Saveh,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),50.373333,35.009445,adlgaz-1-2482860-7f,48.583,34.767,TGN,1630,59,P000,tmcZCAm0600_045a
Hamadan,IR,loc27-tmc040123,IR,Kermanshah,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),48.583,34.767,TGN,47.067,34.317,TGN,59,21,P000,tmcZCAm0600_046a
loc27-tmc040123,IR,loc28-tmc040123,IR,Kermanshah; Qasr-e-Shirin,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),47.067,34.317,TGN,45.594723,34.514168,adlgaz-1-2478371-17,21,1631,P000,tmcZCAm0600_047a
loc28-tmc040123,IR,loc29-tmc040123,IQ,Qasr-e-Shirin;Khanaqin,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),45.594723,34.514168,adlgaz-1-2478371-17,45.366669,34.349998,ADL2543057,1631,1446,P000,tmcZCAm0600_048a
loc29-tmc040123,IQ,Baghdad,IQ,Khanaqin,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),45.366669,34.349998,ADL2543057,44.39389,33.338612,adlgaz-1-2538676-6c,1446,1635,P000,tmcZCAm0600_049a
Baghdad,IQ,loc30-tmc040123,IQ,Habbaniyah,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),44.39389,33.338612,adlgaz-1-2538676-6c,43.577221,33.381943,adlgaz-1-2536990-3a,1635,1632,P000,tmcZCAm0600_050a
loc30-tmc040123,IQ,loc31-tmc040123,IQ,Habbaniyah; Qusaybah,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),43.577221,33.381943,adlgaz-1-2536990-3a,40.986942,34.392776,adlgaz-1-2546111-74,1632,1633,P000,tmcZCAm0600_051a
loc31-tmc040123,IQ,Palmyra,SY,Qusaybah,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),40.986942,34.392776,adlgaz-1-2546111-74,38.283,34.55,TGN7018835,1633,169,P000,tmcZCAm0600_052a
Palmyra,IQ,Damaskus,SY,nkn,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),38.283,34.55,TGN7018835,36.299999,33.5,ADL3980022,169,48,P000,tmcZCAm0600_053a
Damaskus,IQ,Tyrus,LB, nkn,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),36.299999,33.5,ADL3980022,35.183,33.267,TGN7002862,48,156,P000,tmcZCAm0600_054a
Palmyra,IQ,Antiochien,TR,nkn ,trd,cd,maj,A000,B000,C000,nkn,d000dd,nkn,t000t,-200,1400,QC4,Klimkeit 1988:map (frontispiece),38.283,34.55,TGN7018835,36.116669,36.233334,ADL4067691,169,1,P000,tmcZCAm0600_055a
